nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
Unexplored Noir,Zara,Marion Costero,2023.0,4.23,139,"['woody', 'powdery', 'warm spicy', 'caramel', 'musky', 'violet', 'patchouli', 'iris']",male,moderate,average,great value,"['Cardamom', 'Pink Pepper']","['Cashmeran', 'Violet', 'Iris', 'Pine tar']","['Sandalwood', 'Patchouli', 'Caramel']",https://www.fragrantica.com/perfume/Zara/Unexplored-Noir-87149.html
Vanilla For a Sunday Ice Cream,Zara,,2015.0,3.53,15,"['sweet', 'vanilla', 'powdery', 'musky', 'citrus', 'caramel', 'fresh']",,weak,enormous,,[],[],[],https://www.fragrantica.com/perfume/Zara/Vanilla-For-a-Sunday-Ice-Cream-36312.html
Yellow Velvet Splash,Zara,,,4.21,34,"['vanilla', 'sweet', 'fruity', 'powdery', 'floral', 'aquatic', 'fresh']",female,very weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Zara/Yellow-Velvet-Splash-70765.html
Zara 12:00 AM Sunday Morning,Zara,,2016.0,3.94,18,"['woody', 'white floral', 'citrus', 'powdery', 'fruity', 'sweet', 'iris', 'rose', 'warm spicy', 'floral']",,weak,average,,"['Bergamot', 'Pear', 'Black Currant']","['Orange Blossom', 'Iris', 'Rose']",['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Zara-12-00-AM-Sunday-Morning-36213.html
Zara 9:00 PM Friday Night,Zara,,2016.0,4.22,32,"['vanilla', 'powdery', 'sweet', 'floral', 'white floral', 'musky', 'amber', 'citrus']",,long lasting,average,,['Orange Blossom'],"['Heliotrope', 'Magnolia Petals']","['Musk', 'Tonka Bean', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Zara-9-00-PM-Friday-Night-36212.html
Zara Baby Blue,Zara,,2014.0,4.47,15,"['iris', 'vanilla', 'powdery', 'citrus', 'violet', 'rose', 'earthy', 'sweet', 'floral', 'woody']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Baby-Blue-25579.html
Zara Black,Zara,,2014.0,3.93,45,"['fresh spicy', 'amber', 'smoky', 'citrus', 'green', 'fruity', 'balsamic', 'warm spicy', 'aromatic', 'sweet']",male,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Black-28872.html
Zara Black,Zara,,2017.0,3.7,114,"['vanilla', 'citrus', 'cinnamon', 'warm spicy', 'sweet', 'powdery']",female,moderate,average,good value,['Orange'],['Cinnamon'],['Vanilla'],https://www.fragrantica.com/perfume/Zara/Zara-Black-43683.html
Zara Black Amber,Zara,,2012.0,3.95,416,"['amber', 'sweet', 'vanilla', 'fruity', 'white floral', 'citrus', 'tropical', 'powdery', 'animalic', 'fresh']",female,moderate,average,good value,['Tangerine'],"['Tiare Flower', 'Passionfruit']","['Vanila', 'Amber']",https://www.fragrantica.com/perfume/Zara/Zara-Black-Amber-17188.html
Zara Black Peony 2014,Zara,,2014.0,3.85,93,"['floral', 'vanilla', 'fresh', 'citrus', 'powdery', 'rose', 'fresh spicy']",female,moderate,average,good value,['Bergamot'],"['Peony', 'Pink Peony', 'Freesia']",['Vanilla'],https://www.fragrantica.com/perfume/Zara/Zara-Black-Peony-2014-28868.html
Zara Bright Rose,Zara,,2014.0,3.93,295,"['rose', 'white floral', 'patchouli', 'woody', 'warm spicy', 'fresh', 'floral', 'earthy', 'green']",female,moderate,average,good value,"['Cinnamon', 'Cumin']","['Lily-of-the-Valley', 'Rose']","['Vetiver', 'Patchouli']",https://www.fragrantica.com/perfume/Zara/Zara-Bright-Rose-28867.html
Zara Cashmere Rose,Zara,,2017.0,3.99,224,"['vanilla', 'floral', 'cherry', 'fresh', 'sweet', 'rose', 'powdery']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Cashmere-Rose-47395.html
Zara Collection Man,Zara,,,3.81,84,"['fresh spicy', 'citrus', 'warm spicy', 'aromatic', 'mossy', 'earthy', 'woody', 'rose', 'herbal']",male,moderate,average,good value,"['Lemon', 'Lime']","['Spicy Notes', 'Geranium']","['Moss', 'Pepper']",https://www.fragrantica.com/perfume/Zara/Zara-Collection-Man-7454.html
Zara Collection Summer Eau de Toilette Pour Homme,Zara,,2015.0,4.0,26,"['aromatic', 'fresh spicy', 'green', 'fruity', 'sweet', 'citrus', 'woody', 'amber', 'tropical', 'warm spicy']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Collection-Summer-Eau-de-Toilette-Pour-Homme-31145.html
Zara Collection Woman,Zara,,,3.81,32,['floral'],,weak,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Collection-Woman-7453.html
Zara Cologne,Zara,,2014.0,4.0,9,"['citrus', 'warm spicy', 'fresh spicy', 'musky']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Cologne-28875.html
Zara Femme 2013,Zara,,2013.0,4.05,326,"['vanilla', 'powdery', 'musky', 'patchouli', 'floral', 'woody', 'balsamic', 'citrus', 'fresh', 'sweet']",female,moderate,average,good value,['Bergamot'],"['Peony', 'Vanilla']","['Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Zara/Zara-Femme-2013-18552.html
Zara Femme 2017,Zara,,2017.0,3.95,39,"['vanilla', 'woody', 'powdery', 'warm spicy', 'floral', 'citrus', 'balsamic', 'patchouli', 'fresh', 'sweet']",female,weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Femme-2017-47397.html
Zara For Her 2012,Zara,,2012.0,3.95,82,"['floral', 'citrus', 'tropical', 'musky', 'lactonic', 'white floral', 'woody', 'powdery', 'fresh spicy', 'animalic']",,moderate,average,,['Bergamot'],"['Frangipani', 'Gardenia']","['Musk', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Zara-For-Her-2012-17192.html
Zara Gold,Zara,,,3.85,193,"['warm spicy', 'woody', 'amber', 'citrus', 'cinnamon', 'patchouli', 'aromatic', 'earthy']",male,moderate,average,good value,['Lemon'],['Cinnamon'],"['Patchouli', 'Amber', 'Ebony']",https://www.fragrantica.com/perfume/Zara/Zara-Gold-16610.html
Zara Hollywood Boulevard,Zara,,,4.31,16,[],,moderate,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Hollywood-Boulevard-21467.html
Zara Homme,Zara,,,4.45,38,"['cinnamon', 'warm spicy', 'woody', 'musky', 'fresh spicy', 'powdery', 'citrus', 'animalic']",male,moderate,average,,['Grapefruit'],"['Cinnamon', 'Cumin']","['Musk', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Zara-Homme-16608.html
Zara Homme Night,Zara,,,4.36,73,"['amber', 'vanilla', 'white floral', 'fresh spicy', 'citrus', 'powdery', 'aromatic', 'animalic', 'floral', 'warm spicy']",male,moderate,average,good value,"['Bergamot', 'Lemon']","['Jasmine', 'Pepper']","['Amber', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Zara-Homme-Night-16607.html
Zara Homme Night 2014,Zara,,2014.0,4.13,31,"['vanilla', 'fresh spicy', 'sweet', 'amber', 'aromatic', 'citrus', 'powdery']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Homme-Night-2014-28877.html
Vanille & Cerise,Zara,,2018.0,3.5,4,"['cherry', 'floral', 'vanilla', 'sweet', 'powdery', 'nutty']",,,,,['Cherry'],['Floral Notes'],['Vanilla'],https://www.fragrantica.com/perfume/Zara/Vanille-Cerise-67752.html
Vibrant Leather Extreme,Zara,Jérôme Epinette,2024.0,4.38,21,"['citrus', 'earthy', 'warm spicy', 'sweet', 'woody', 'patchouli', 'caramel', 'leather', 'aromatic', 'fresh spicy']",male,moderate,average,great value,"['Bergamot', 'Lemon', 'Mandarin Orange']","['Black Leather', 'Saffron']","['Cotton Candy', 'Earthy Notes', 'Patchouli', 'Papyrus']",https://www.fragrantica.com/perfume/Zara/Vibrant-Leather-Extreme-102936.html
Vibrant Wood,Zara,Marine Ipert,2019.0,4.03,40,"['warm spicy', 'powdery', 'woody', 'aromatic', 'musky', 'amber', 'iris', 'leather', 'citrus', 'balsamic']",unisex,moderate,average,great value,"['Cardamom', 'Artemisia', 'Bergamot']","['Tea', 'Orris Root', 'Incense', 'Myrrh']","['Suede', 'White Musk', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Vibrant-Wood-62074.html
Violet Blossom,Zara,,2019.0,4.04,"1,108","['floral', 'vanilla', 'amber', 'fresh', 'sweet', 'fruity', 'aromatic']",female,moderate,average,great value,['Cherry Blossom'],['Magnolia'],['Tonka Bean'],https://www.fragrantica.com/perfume/Zara/Violet-Blossom-56281.html
Violetta,Zara,,2011.0,4.1,31,"['violet', 'powdery', 'floral']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Violetta-13167.html
Waimea,Zara,,2018.0,4.1,40,"['aromatic', 'marine', 'citrus', 'woody', 'earthy', 'salty', 'fresh spicy', 'aquatic']",,moderate,intimate,,['Bergamot'],['Sea Notes'],['Vetiver'],https://www.fragrantica.com/perfume/Zara/Waimea-48961.html
Wild Orchid,Zara,,,4.14,36,"['powdery', 'soft spicy', 'sweet', 'vanilla', 'floral', 'white floral', 'balsamic']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Wild-Orchid-21466.html
Wild Rose,Zara,,,,,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Wild-Rose-21465.html
Wood Noir,Zara,,2016.0,4.21,126,"['woody', 'aromatic', 'lavender', 'citrus', 'herbal', 'fresh spicy', 'soft spicy']",male,long lasting,strong,good value,[],[],[],https://www.fragrantica.com/perfume/Zara/Wood-Noir-40858.html
Yellow Velvet,Zara,,2019.0,4.05,83,"['vanilla', 'fruity', 'sweet', 'powdery', 'floral', 'lactonic']",female,moderate,average,great value,['Peach'],['Orchid'],['Vanilla'],https://www.fragrantica.com/perfume/Zara/Yellow-Velvet-57064.html
Zara LVIII The Limited Collection,Zara,,2015.0,3.85,41,"['sweet', 'vanilla', 'patchouli', 'cherry', 'woody', 'iris', 'earthy', 'fruity', 'powdery', 'warm spicy']",,weak,average,,"['Pear', 'Cherry']","['Vanilla', 'Iris', 'Praline']","['Tonka Bean', 'Patchouli']",https://www.fragrantica.com/perfume/Zara/Zara-LVIII-The-Limited-Collection-32315.html
Zara Man Exclusive Fragrance Intense,Zara,,2013.0,4.0,7,"['iris', 'fresh spicy', 'aromatic', 'lavender', 'powdery', 'woody', 'earthy', 'violet', 'citrus', 'herbal']",,,average,,['Bergamot'],"['Iris', 'Geranium', 'Lavender']","['Cedar', 'Patchouli']",https://www.fragrantica.com/perfume/Zara/Zara-Man-Exclusive-Fragrance-Intense-21362.html
Zara Man Exclusive Fragrances Cologne,Zara,,2013.0,3.86,7,"['warm spicy', 'aquatic', 'fresh', 'citrus', 'aromatic', 'fruity', 'green']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Man-Exclusive-Fragrances-Cologne-21363.html
Zara Man N 18º 34' 54'' O -68º 24' 15'',Zara,,2015.0,3.57,7,"['aromatic', 'marine', 'woody', 'white floral', 'fresh spicy', 'salty', 'fruity', 'sweet', 'aquatic']",,moderate,average,,"['Sea Notes', 'Pineapple']","['Juniper Berries', 'White Lily']","['Woodsy Notes', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Zara-Man-N-18o-34-54-O-68o-24-15-38028.html
Zara Man N 25º 36' 05'' O 54º 34' 07'',Zara,,2015.0,4.33,18,[],,long lasting,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Man-N-25o-36-05-O-54o-34-07-38029.html
Zara Man Silver Summer 2020,Zara,,2020.0,3.98,47,"['warm spicy', 'citrus', 'aromatic', 'woody', 'powdery']",male,moderate,average,good value,['Lemon'],['Cardamom'],['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Zara-Man-Silver-Summer-2020-59367.html
Zara Night Eau de Parfum,Zara,,2014.0,3.78,69,"['vanilla', 'rose', 'floral', 'powdery', 'fresh']",,moderate,strong,,['Bergamot'],"['Rose', 'Peony']",['Vanilla'],https://www.fragrantica.com/perfume/Zara/Zara-Night-Eau-de-Parfum-23429.html
Zara Oud,Zara,,2014.0,4.59,29,"['oud', 'fresh spicy']",,long lasting,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Oud-23432.html
Zara Powdery Magnolia 2014,Zara,,2014.0,3.89,124,"['floral', 'citrus', 'rose', 'musky', 'amber', 'powdery', 'fresh spicy']",female,moderate,average,great value,['Bergamot'],"['Rose', 'Magnolia']","['Amber', 'Musk']",https://www.fragrantica.com/perfume/Zara/Zara-Powdery-Magnolia-2014-28866.html
Zara Rose,Zara,,2017.0,3.94,320,"['floral', 'rose', 'fresh', 'green', 'musky', 'woody']",female,moderate,average,great value,"['Green Notes', 'Black Currant']","['Rose', 'Peony', 'Freesia']","['Sandalwood', 'Musk']",https://www.fragrantica.com/perfume/Zara/Zara-Rose-43684.html
Zara Rose Petal,Zara,,2014.0,4.08,12,"['fruity', 'ozonic', 'aquatic', 'fresh', 'violet', 'tropical', 'powdery', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Rose-Petal-25578.html
Zara Silver,Zara,,,4.05,107,"['citrus', 'aromatic', 'fresh spicy', 'musky', 'woody', 'rose', 'powdery', 'earthy', 'herbal']",male,moderate,average,great value,"['Lemon', 'Lime']",['Geranium'],"['Vetiver', 'Musk']",https://www.fragrantica.com/perfume/Zara/Zara-Silver-16611.html
Zara Spicy,Zara,,2014.0,4.5,14,"['warm spicy', 'fresh spicy', 'cinnamon', 'amber']",,eternal,enormous,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Spicy-28876.html
Zara Sport Pour Homme,Zara,,,3.98,43,"['aromatic', 'fresh spicy', 'citrus', 'woody', 'fruity', 'fresh', 'powdery', 'aquatic', 'green', 'herbal']",,moderate,average,,"['Bergamot', 'Melon']","['Thyme', 'Apple']",['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Zara-Sport-Pour-Homme-16609.html
Zara Sugar Rose,Zara,,2014.0,3.81,36,"['rose', 'white floral', 'citrus', 'musky', 'woody', 'floral', 'powdery', 'aromatic', 'fresh']",,very weak,intimate,,['Lemon'],"['Rose', 'Jasmine']","['Cedar', 'Musk']",https://www.fragrantica.com/perfume/Zara/Zara-Sugar-Rose-28865.html
Zara Unbreakable,Zara,,2016.0,3.81,26.0,"['citrus', 'woody', 'fresh spicy', 'aromatic', 'powdery', 'musky']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Unbreakable-41965.html
Zara Unshakable,Zara,,2016.0,4.0,25.0,"['fresh spicy', 'woody', 'aromatic', 'lavender', 'vanilla', 'camphor', 'patchouli', 'powdery', 'balsamic']",,moderate,strong,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Unshakable-41966.html
Zara Urban Male,Zara,,,3.25,4.0,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Urban-Male-17849.html
Zara Urban Male Dark,Zara,,,2.33,3.0,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Urban-Male-Dark-17850.html
Zara Vanilla Wood,Zara,,2014.0,4.13,83.0,"['sweet', 'vanilla', 'cacao', 'warm spicy', 'powdery', 'lactonic']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Vanilla-Wood-28864.html
Zara White,Zara,,2017.0,4.03,333.0,"['floral', 'musky', 'warm spicy', 'fresh spicy', 'fruity', 'white floral', 'fresh', 'powdery', 'tropical', 'amber']",female,weak,intimate,great value,"['Pepper', 'Ginger', 'Litchi']","['Freesia', 'Jasmine', 'Magnolia']","['Musk', 'Amber']",https://www.fragrantica.com/perfume/Zara/Zara-White-43682.html
Zara With Sweetness,Zara,,2014.0,,,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-With-Sweetness-34675.html
Zara Woman,Zara,,2011.0,3.92,66.0,"['caramel', 'powdery', 'vanilla', 'sweet', 'musky', 'fruity', 'rose', 'balsamic', 'violet']",,long lasting,average,,"['Caramel', 'Peach']","['Violet', 'Rose']","['Musk', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Zara-Woman-16569.html
Zara Woman Special Edition,Zara,,2014.0,3.93,42.0,"['vanilla', 'coconut', 'sweet', 'woody', 'powdery', 'warm spicy', 'cherry', 'nutty', 'lactonic', 'tropical']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Zara-Woman-Special-Edition-28860.html
Bohemian Sunset In Barcelona,Zara,Alberto Morillas,2021.0,3.79,47.0,"['citrus', 'aromatic', 'marine', 'woody', 'mineral', 'fresh spicy', 'salty']",male,weak,average,great value,['Bergamot'],"['Sea Notes', 'Mineral notes']",['Cedar'],https://www.fragrantica.com/perfume/Zara/Bohemian-Sunset-In-Barcelona-66899.html
Morning Sunray In Sevilla,Zara,Alberto Morillas,2021.0,3.7,56.0,"['citrus', 'aromatic', 'white floral', 'amber', 'fresh spicy', 'smoky', 'woody', 'balsamic', 'fresh']",unisex,moderate,average,great value,"['Citrus Blossom', 'Lemon']","['Jasmine', 'Tarragon', 'Rosemary']",['Incense'],https://www.fragrantica.com/perfume/Zara/Morning-Sunray-In-Sevilla-66897.html
Nightfall In Madrid,Zara,Alberto Morillas,2021.0,3.55,40.0,"['warm spicy', 'aromatic', 'vanilla', 'woody', 'amber', 'fresh spicy', 'sweet', 'powdery']",unisex,moderate,average,good value,['Cardamom'],"['Tonka Bean', 'Nutmeg']",['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Nightfall-In-Madrid-66901.html
A Perfume,Zara,,2019.0,4.1,101.0,"['caramel', 'citrus', 'woody', 'fresh', 'powdery', 'sweet', 'warm spicy', 'balsamic']",unisex,moderate,average,great value,['Citruses'],['Caramel'],['Sandalwood'],https://www.fragrantica.com/perfume/Zara/A-Perfume-56286.html
A Perfume In Rose,Zara,,2019.0,4.36,126.0,"['musky', 'floral', 'rose', 'fruity', 'sweet', 'aromatic', 'aquatic']",female,moderate,intimate,great value,['Pear'],['Rose'],['Ambrette (Musk Mallow)'],https://www.fragrantica.com/perfume/Zara/A-Perfume-In-Rose-57071.html
Flor de Azahar,Zara,Puig,2008.0,4.15,47.0,"['white floral', 'citrus', 'musky', 'sweet', 'powdery', 'animalic', 'aromatic', 'green', 'soapy']",,,intimate,,['Petitgrain'],['Orange Blossom'],['Musk'],https://www.fragrantica.com/perfume/Zara/Flor-de-Azahar-5418.html
Lirio de Agua,Zara,Puig,2008.0,4.07,29.0,"['woody', 'powdery', 'citrus', 'iris', 'violet', 'warm spicy', 'earthy']",,,,,['Mandarin Orange'],['Iris'],['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Lirio-de-Agua-5419.html
Rosa Bulgara,Zara,Puig,2008.0,3.71,35.0,"['floral', 'rose', 'woody', 'citrus', 'powdery', 'warm spicy']",,moderate,average,,['Magnolia'],['Rose'],['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Rosa-Bulgara-5417.html
Bugs Bunny,Zara,,2020.0,,,"['citrus', 'fresh spicy', 'musky', 'white floral', 'powdery', 'aromatic']",,,,,['Bergamot'],['Orange Blossom'],['Musk'],https://www.fragrantica.com/perfume/Zara/Bugs-Bunny-64249.html
Duffy Duck,Zara,,2020.0,4.0,2.0,"['aromatic', 'woody', 'earthy', 'citrus', 'lavender', 'fresh spicy', 'green']",,,,,['Bergamot'],['Lavender'],['Vetiver'],https://www.fragrantica.com/perfume/Zara/Duffy-Duck-64250.html
Mickey Mouse,Zara,,2020.0,3.67,3.0,"['citrus', 'white floral', 'fresh spicy', 'aromatic']",,,,,['Bergamot'],['Neroli'],['Orange Blossom'],https://www.fragrantica.com/perfume/Zara/Mickey-Mouse-64244.html
Minnie Mouse,Zara,,2020.0,3.57,7.0,"['floral', 'fresh', 'citrus', 'rose', 'fruity', 'fresh spicy', 'sweet']",,,,,['Bergamot'],['Pear'],['Peony'],https://www.fragrantica.com/perfume/Zara/Minnie-Mouse-64245.html
Pluto,Zara,,2020.0,4.5,4.0,"['citrus', 'musky', 'white floral', 'powdery', 'fresh spicy', 'aromatic', 'sweet', 'animalic']",,,,,['Bergamot'],['Orange Blossom'],['Musk'],https://www.fragrantica.com/perfume/Zara/Pluto-64246.html
Tweety,Zara,,2020.0,3.0,2.0,"['citrus', 'marine', 'woody', 'aromatic', 'powdery', 'salty', 'warm spicy', 'aquatic', 'fresh spicy']",,,,,['Grapefruit'],['Sea Notes'],['Sandalwood'],https://www.fragrantica.com/perfume/Zara/Tweety-64248.html
Amber Fever,Zara,,2024.0,4.25,146.0,"['amber', 'vanilla', 'powdery', 'floral', 'sweet', 'soft spicy']",unisex,moderate,average,great value,['Orchid'],['Vanilla'],['Amber'],https://www.fragrantica.com/perfume/Zara/Amber-Fever-95903.html
Amber In Bloom,Zara,,2024.0,4.02,122.0,"['white floral', 'tuberose', 'amber', 'animalic', 'powdery', 'woody', 'musky']",female,moderate,average,great value,['Jasmine'],['Tuberose'],"['Amber', 'Cashmeran']",https://www.fragrantica.com/perfume/Zara/Amber-In-Bloom-95904.html
Amber Satin,Zara,,2024.0,4.15,168.0,"['amber', 'warm spicy']",unisex,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Amber-Satin-95906.html
Stellar Amber,Zara,,2024.0,4.13,266.0,"['fruity', 'sweet', 'floral', 'amber', 'warm spicy', 'aquatic', 'fresh']",female,moderate,average,great value,['Pear'],"['Peach', 'Osmanthus']","['Olibanum', 'Saffron']",https://www.fragrantica.com/perfume/Zara/Stellar-Amber-95905.html
Zara Amber Vanilla,Zara,,2016.0,4.58,26.0,"['white floral', 'woody', 'vanilla', 'patchouli', 'powdery', 'green', 'musky', 'warm spicy', 'balsamic', 'rose']",,long lasting,strong,,['Green Notes'],"['Jasmine', 'Rose']","['Patchouli', 'Musk', 'Cedar', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Zara-Amber-Vanilla-41957.html
Zara Black Peony,Zara,,2016.0,4.41,37.0,"['floral', 'vanilla', 'citrus', 'powdery', 'fresh', 'fruity', 'fresh spicy', 'sweet', 'rose']",,moderate,average,,"['Apricot', 'Bergamot']","['Peony', 'Freesia']",['Vanilla'],https://www.fragrantica.com/perfume/Zara/Zara-Black-Peony-41956.html
Zara Powdery Magnolia 2016,Zara,,2016.0,4.21,29.0,"['floral', 'citrus', 'woody', 'rose', 'aromatic', 'amber', 'fruity', 'tropical', 'anis', 'fresh spicy']",,weak,average,,"['Bergamot', 'Tarragon', 'Litchi']","['Rose', 'Magnolia']","['Cedar', 'Amber']",https://www.fragrantica.com/perfume/Zara/Zara-Powdery-Magnolia-2016-41959.html
