nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
Pink Beach Nectar,Victoria's Secret,,2022.0,4.75,4.0,"['tropical', 'salty', 'fruity', 'fresh', 'marine', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Beach-Nectar-89104.html
Pink Beach Weekend,Victoria's Secret,,2013.0,,,"['fruity', 'rose', 'sweet', 'fresh', 'ozonic', 'aquatic', 'tropical']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Beach-Weekend-89105.html
Pink Beachwood Sea Salt,Victoria's Secret,,2017.0,,,"['woody', 'salty', 'marine']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Beachwood-Sea-Salt-89106.html
Pink Berry Glitz,Victoria's Secret,,2022.0,5.0,1.0,"['fruity', 'aldehydic', 'sweet', 'rose']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Berry-Glitz-89109.html
Pink Berry Naughty,Victoria's Secret,,2019.0,3.0,1.0,"['sweet', 'fruity', 'cherry', 'white floral', 'vanilla']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Berry-Naughty-89111.html
Pink Berry Pop,Victoria's Secret,,2020.0,3.0,1.0,"['fruity', 'floral', 'sweet', 'amber', 'fresh', 'rose', 'aquatic']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Berry-Pop-89112.html
Apple Dream,Victoria's Secret,,2023.0,4.54,24.0,"['fruity', 'amber', 'fresh', 'green', 'sweet']",female,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Apple-Dream-89041.html
Light & Happy,Victoria's Secret,,2023.0,4.25,24.0,"['citrus', 'woody', 'fruity', 'sweet', 'white floral']",female,very weak,average,great value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Light-Happy-89042.html
Sparkle Berry,Victoria's Secret,,2023.0,3.67,3.0,"['woody', 'leather', 'Champagne', 'smoky', 'aldehydic', 'fruity', 'fresh spicy', 'citrus', 'sour']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sparkle-Berry-89043.html
Spiced Vanilla,Victoria's Secret,,2023.0,4.08,36.0,"['warm spicy', 'vanilla', 'coconut', 'aromatic', 'sweet', 'lactonic', 'woody', 'tropical', 'powdery']",female,weak,average,great value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Spiced-Vanilla-89044.html
Sugar Sky,Victoria's Secret,,2023.0,4.45,38.0,"['sweet', 'vanilla', 'powdery', 'musky', 'caramel']",female,moderate,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sugar-Sky-89039.html
Sun Blossom,Victoria's Secret,,2023.0,3.33,3.0,"['fresh', 'ozonic', 'aldehydic', 'mineral']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sun-Blossom-89040.html
Warm Vanilla,Victoria's Secret,,2023.0,4.17,46.0,"['sweet', 'cinnamon', 'warm spicy', 'powdery']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Warm-Vanilla-89038.html
Balance,Victoria's Secret,,2022.0,3.56,9.0,"['floral', 'woody', 'camphor', 'citrus', 'powdery', 'fruity', 'aromatic']",,,,,['Eucalyptus'],['Honeydew Blossom'],"['Orange Oil', 'Cotton Flower']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Balance-74512.html
Calm,Victoria's Secret,,2022.0,3.86,7.0,"['white floral', 'woody', 'salty', 'marine', 'lactonic']",,,,,['Coconut Water'],['Gardenia'],"['Salt', 'Driftwood', 'Cedar']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Calm-74513.html
Compassion,Victoria's Secret,,2022.0,4.06,17,"['vanilla', 'sweet', 'coconut', 'musky', 'powdery', 'fruity', 'lactonic', 'tropical']",female,,,,['Strawberry'],['Coconut'],"['Musk', 'Cedar', 'Tahitian Vanilla']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Compassion-74509.html
Confidence,Victoria's Secret,,2022.0,3.67,6,"['amber', 'vanilla', 'woody', 'citrus', 'sweet', 'white floral', 'powdery', 'warm spicy']",,,,,['Orange Blossom'],['Amberwood'],"['Mandarin Orange', 'Vanilla']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Confidence-74510.html
Optimism,Victoria's Secret,,2022.0,3.8,5,"['citrus', 'sweet', 'fruity', 'fresh', 'tropical', 'white floral']",,,,,['Pineapple'],"['Jasmine', 'Citruses']",['Orange Oil'],https://www.fragrantica.com/perfume/Victoria-s-Secret/Optimism-74511.html
Pink Coconut,Victoria's Secret,,2023.0,4.0,28,"['coconut', 'sweet', 'lactonic', 'tropical', 'vanilla']",female,weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Coconut-89201.html
Pink Cranberry,Victoria's Secret,,2023.0,3.86,7,"['fruity', 'fresh spicy', 'sour']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Cranberry-89200.html
Pink Cucumber,Victoria's Secret,,2023.0,4.36,11,"['ozonic', 'aquatic', 'green']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Cucumber-89197.html
Pink Honey,Victoria's Secret,,2023.0,4.03,29,"['honey', 'sweet', 'floral']",female,very weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Honey-89195.html
Pink Lavander,Victoria's Secret,,2023.0,4.44,9,"['lavender', 'aromatic', 'fresh spicy']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Lavander-89196.html
Pink Mango,Victoria's Secret,,2024.0,3.54,13,"['tropical', 'fruity', 'sweet', 'terpenic']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Mango-93219.html
Pink Super Berry,Victoria's Secret,,2023.0,4.29,14,"['fruity', 'sweet', 'fresh', 'sour']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Super-Berry-89199.html
Pink Vanilla,Victoria's Secret,,2023.0,3.58,24,"['vanilla', 'powdery', 'sweet']",female,moderate,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pink-Vanilla-89198.html
Bronzed Coconut Body Mist,Victoria's Secret,,2021.0,4.21,85,"['coconut', 'aldehydic', 'sweet', 'lactonic', 'tropical', 'vanilla', 'mineral', 'nutty']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Bronzed-Coconut-Body-Mist-65565.html
Paradise Bloom Body Mist,Victoria's Secret,,2021.0,3.25,12,"['ozonic', 'floral', 'vanilla']",,weak,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Paradise-Bloom-Body-Mist-65563.html
Sunset Sorbet Body Mist,Victoria's Secret,,2021.0,4.24,33,"['coconut', 'tropical', 'marine', 'sweet', 'fresh', 'aquatic', 'aromatic', 'lactonic', 'vanilla', 'salty']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sunset-Sorbet-Body-Mist-65564.html
Tropic Palm Body Mist,Victoria's Secret,,2021.0,3.55,11,"['green', 'citrus', 'sweet', 'fruity', 'fresh', 'bitter', 'fresh spicy']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Tropic-Palm-Body-Mist-65566.html
Fresh & Clean,Victoria's Secret,,2018.0,4.0,77,"['white floral', 'fruity', 'sweet', 'soft spicy', 'fresh', 'animalic']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Fresh-Clean-63107.html
Fruity & Bright,Victoria's Secret,,2019.0,4.4,15,"['fruity', 'sweet']",female,weak,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Fruity-Bright-63110.html
Pretty & Pure,Victoria's Secret,,2018.0,4.5,6,"['white floral', 'citrus', 'fresh', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pretty-Pure-63111.html
Sunny & Happy,Victoria's Secret,,2018.0,4.67,3,"['floral', 'fruity', 'tropical', 'fresh', 'citrus', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sunny-Happy-63109.html
Sweet & Flirty,Victoria's Secret,,2018.0,3.75,12,['sweet'],,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sweet-Flirty-63108.html
Warm & Cozy,Victoria's Secret,,2019.0,4.26,183,"['vanilla', 'powdery', 'sweet']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Warm-Cozy-63113.html
Peach,Victoria's Secret,,2024.0,4.45,11,"['fruity', 'sweet', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Peach-95226.html
Fresh & Clean,Victoria's Secret,,2024.0,3.91,23,"['fruity', 'musky', 'powdery', 'fresh', 'sweet', 'tropical']",female,very weak,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Fresh-Clean-95223.html
Vanilla & Dreamy,Victoria's Secret,,2024.0,4.64,33,"['fruity', 'sweet', 'tropical', 'aquatic', 'fresh', 'white floral']",female,weak,average,great value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Dreamy-95222.html
Warm & Cozy,Victoria's Secret,,2024.0,4.13,53,"['sweet', 'fruity', 'vanilla', 'caramel']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Warm-Cozy-95224.html
Golden Sands,Victoria's Secret,,2021.0,4.04,26,"['amber', 'salty', 'marine', 'animalic']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Golden-Sands-67102.html
Hot Florals,Victoria's Secret,,2021.0,4.07,27,"['white floral', 'amber', 'woody', 'citrus', 'sweet', 'soapy', 'warm spicy', 'animalic']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Hot-Florals-67101.html
Island Away,Victoria's Secret,,2021.0,3.89,36,"['coconut', 'woody', 'sweet', 'lactonic', 'marine', 'tropical', 'vanilla']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Island-Away-67103.html
Secret Sunrise,Victoria's Secret,,2021.0,4.0,25,"['fruity', 'rose', 'sweet', 'fresh', 'sour']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Secret-Sunrise-67100.html
Lush Cherry Cream,Victoria's Secret,,2024.0,4.4,20,"['sweet', 'cherry', 'fruity', 'floral', 'lactonic', 'powdery']",female,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Lush-Cherry-Cream-100401.html
Rich Caramel Vanilla,Victoria's Secret,,2024.0,4.1,20,"['vanilla', 'amber', 'sweet', 'violet', 'aromatic', 'powdery', 'warm spicy']",female,moderate,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Rich-Caramel-Vanilla-100400.html
Sensuous Cashmere Rose,Victoria's Secret,,2024.0,4.13,15,"['fruity', 'floral', 'sweet', 'powdery', 'rose']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sensuous-Cashmere-Rose-100402.html
Sultry Berry Bourbon,Victoria's Secret,,2024.0,3.78,9,"['fruity', 'musky', 'woody', 'rose', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sultry-Berry-Bourbon-100403.html
Bare Vanilla Radiant,Victoria's Secret,,2021.0,4.42,48,"['fruity', 'sweet', 'fresh', 'tropical', 'sour']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Radiant-67105.html
Love Spell Radiant,Victoria's Secret,,2021.0,3.96,25,"['tropical', 'citrus', 'sweet', 'fruity', 'terpenic']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Spell-Radiant-67104.html
Pure Seduction Radiant,Victoria's Secret,,2021.0,4.31,29,"['sweet', 'fruity', 'citrus', 'tropical', 'fresh', 'fresh spicy']",female,very weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pure-Seduction-Radiant-67106.html
Velvet Petals Radiant,Victoria's Secret,,2021.0,4.25,28,"['fruity', 'ozonic', 'aquatic', 'tropical', 'fresh']",female,very weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-Radiant-67107.html
Amber Romance Midnight,Victoria's Secret,,2010.0,4.16,25,"['amber', 'musky', 'powdery', 'sweet', 'fruity', 'animalic', 'fresh']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Amber-Romance-Midnight-38495.html
Island Waters,Victoria's Secret,,2010.0,4.06,16,"['sweet', 'coconut', 'fruity', 'tropical', 'aquatic', 'fresh', 'lactonic', 'vanilla']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Island-Waters-38502.html
Lemon Paradise,Victoria's Secret,,2010.0,4.46,13,"['vanilla', 'citrus', 'sweet', 'aromatic', 'powdery']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Lemon-Paradise-38501.html
Love Spell Midnight,Victoria's Secret,,2010.0,4.24,21,"['vanilla', 'floral', 'powdery', 'sweet']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Spell-Midnight-38500.html
Pure Seduction Midnight,Victoria's Secret,,2010.0,4.28,18,"['fruity', 'woody', 'sweet', 'sour', 'fresh']",,,intimate,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pure-Seduction-Midnight-38499.html
Crushed Petals,Victoria's Secret,,2022.0,4.0,6,"['floral', 'rose', 'fruity', 'vanilla']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Crushed-Petals-91976.html
Floral Affair,Victoria's Secret,,2022.0,4.62,8,"['fruity', 'floral', 'white floral', 'woody', 'sweet', 'aquatic', 'fresh spicy', 'soft spicy', 'fresh', 'sour']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Floral-Affair-91974.html
Garden Daydream Gardenia & Brown Sugar,Victoria's Secret,,,4.25,16,"['white floral', 'sweet', 'lactonic']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Garden-Daydream-Gardenia-Brown-Sugar-84974.html
Nectar Drip,Victoria's Secret,,2022.0,4.36,11,"['sweet', 'white floral', 'lactonic', 'fresh', 'fruity', 'nutty', 'floral']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Nectar-Drip-91975.html
Scandalous,Victoria's Secret,Gil Clavien,2014.0,4.26,897,"['sweet', 'fruity', 'floral', 'rose', 'fresh']",female,moderate,average,ok,['Raspberry'],['Peony'],['Praline'],https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-28256.html
Scandalous Dare,Victoria's Secret,,2016.0,3.79,61,"['white floral', 'fruity', 'tuberose', 'sweet']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-Dare-41655.html
Crimson Berries,Victoria's Secret,,2019.0,4.0,2,"['fruity', 'woody', 'sweet', 'sour', 'fresh', 'fresh spicy']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Crimson-Berries-90565.html
Juniper Glow,Victoria's Secret,,2019.0,,,"['sweet', 'coconut', 'woody', 'vanilla', 'lactonic', 'tropical']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Juniper-Glow-90567.html
Winter Orchid,Victoria's Secret,,2019.0,4.0,1,"['fruity', 'sweet', 'floral', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Winter-Orchid-90566.html
Breeze,Victoria's Secret,,2014.0,3.57,7,"['tropical', 'floral', 'white floral', 'citrus', 'sweet', 'fruity', 'lactonic']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Breeze-25304.html
Island,Victoria's Secret,,2014.0,4.17,12,"['white floral', 'amber', 'fruity', 'tropical', 'fresh', 'animalic']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Island-25306.html
Ocean,Victoria's Secret,,2014.0,4.4,10,"['fruity', 'fresh', 'floral', 'soft spicy', 'sweet', 'sour', 'rose']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Ocean-25303.html
Sunset,Victoria's Secret,,2014.0,4.3,23,"['coconut', 'sweet', 'white floral', 'tropical', 'fruity', 'lactonic', 'vanilla', 'fresh', 'nutty']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sunset-25305.html
Sexy Little Thing Ooh La La,Victoria's Secret,,2008.0,4.02,166,"['vanilla', 'floral', 'fresh', 'citrus', 'fruity', 'powdery', 'sweet']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Thing-Ooh-La-La-3282.html
Sexy Little Things,Victoria's Secret,,2006.0,4.1,344,"['fruity', 'floral', 'fresh', 'aquatic', 'white floral', 'musky', 'green', 'powdery', 'woody']",female,moderate,average,good value,"['Water Lily', 'Osmanthus', 'Apple']","['Jasmine', 'Lotus', 'Honeysuckle']","['Cashmere Wood', 'Musk', 'Iris']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-3281.html
Sexy Little Things Heartbreaker,Victoria's Secret,,2012.0,4.08,115,"['white floral', 'citrus', 'aromatic', 'fruity', 'woody', 'fresh spicy', 'yellow floral', 'earthy']",female,moderate,intimate,good value,['Bergamot'],['Honeysuckle'],['Vetiver'],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Heartbreaker-17235.html
Sexy Little Things Noir,Victoria's Secret,,2008.0,4.23,"1,303","['fruity', 'sweet', 'fresh', 'vanilla', 'powdery']",female,moderate,average,ok,"['Pear', 'Bergamot', 'Red Berries', 'Citruses', 'Red Apple', 'Pineapple', 'Nectarine']","['Jasmine', 'Plum', 'Cyclamen', 'Lily-of-the-Valley', 'Orchid', 'Blackberry', 'Cassis', 'Vanilla']","['Musk', 'Amber', 'Woodsy Notes', 'Tonka Bean']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-5359.html
Sexy Little Things Noir Love Me,Victoria's Secret,,2011.0,4.01,77,"['fruity', 'floral', 'musky', 'powdery', 'woody', 'sweet', 'lactonic']",,very weak,average,,['Wild Berries'],['Orchid'],['Musk'],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Love-Me-11244.html
Sexy Little Things Noir Summer,Victoria's Secret,,2011.0,3.91,44,"['musky', 'fruity', 'white floral', 'tropical', 'powdery', 'fresh']",,weak,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Summer-12224.html
Sexy Little Things Noir Tease,Victoria's Secret,,2010.0,4.25,"1,750","['sweet', 'vanilla', 'fruity', 'white floral', 'powdery', 'floral', 'amber', 'fresh', 'lactonic', 'aquatic']",female,weak,average,ok,"['Mandarin Orange', 'Pear', 'Litchi', 'Red Apple']","['Jasmine', 'Freesia', 'Sweet Pea', 'Gardenia', 'Magnolia']","['Vanille', 'Amber', 'Sandalwood', 'Praline', 'Musk', 'Benzoin']",https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Tease-9730.html
Sexy Little Things Tease Limited Edition Eau de Parfum,Victoria's Secret,,2013.0,,,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Tease-Limited-Edition-Eau-de-Parfum-18317.html
Tease Please,Victoria's Secret,,2013.0,4.0,51,"['woody', 'citrus', 'floral', 'fresh spicy', 'powdery', 'sweet', 'aromatic']",,moderate,average,,['Bergamot'],['Orchid'],['Woodsy Notes'],https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Please-17625.html
Sexy Sparkle Hot Berry,Victoria's Secret,,2007.0,4.1,20,"['fruity', 'sweet', 'musky', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Sparkle-Hot-Berry-3283.html
Sexy Sparkle Sweet Magnolia,Victoria's Secret,,2007.0,4.05,19,"['woody', 'fruity', 'sweet', 'powdery', 'warm spicy']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Sparkle-Sweet-Magnolia-3284.html
Sexy Sparkle Vanilla Gold,Victoria's Secret,,2007.0,3.67,18,"['vanilla', 'fruity', 'fresh', 'green', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Sparkle-Vanilla-Gold-3285.html
Blackberry Fizz,Victoria's Secret,,2020.0,4.0,33,"['fruity', 'sweet', 'musky']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Blackberry-Fizz-68215.html
Champagne Petals,Victoria's Secret,,2020.0,4.22,27,"['fruity', 'woody', 'Champagne', 'aldehydic']",female,weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Champagne-Petals-68216.html
Glittering Iris,Victoria's Secret,,2020.0,3.74,31,"['sweet', 'coconut', 'vanilla', 'iris', 'powdery', 'fresh', 'violet', 'earthy', 'lactonic']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Glittering-Iris-68217.html
Vanilla Sparkle,Victoria's Secret,,2020.0,3.76,37,"['vanilla', 'woody', 'powdery']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Sparkle-68218.html
Citrus Dream,Victoria's Secret,,2013.0,4.03,31,"['citrus', 'white floral', 'fresh spicy']",,weak,intimate,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Citrus-Dream-23257.html
Lemon Escape,Victoria's Secret,,2013.0,4.27,125,"['citrus', 'sweet', 'coconut', 'vanilla', 'aromatic', 'lactonic']",female,weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Lemon-Escape-23258.html
Luscious Crush,Victoria's Secret,,2013.0,4.04,25,"['citrus', 'fruity', 'floral', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Luscious-Crush-23259.html
Berry Escape,Victoria's Secret,,2013.0,3.6,10,"['floral', 'fruity', 'tropical', 'fresh']",,,strong,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Berry-Escape-17608.html
Poolside Breeze,Victoria's Secret,,2013.0,4.1,20,"['aquatic', 'floral', 'fresh', 'ozonic']",,,intimate,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Poolside-Breeze-17607.html
Sunset Flower,Victoria's Secret,,2013.0,3.5,12,"['amber', 'white floral', 'fresh', 'green']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Sunset-Flower-17606.html
Cosmic Wish,Victoria's Secret,,2018.0,4.33,3,"['woody', 'fruity', 'lactonic', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Cosmic-Wish-91937.html
Diamond Sky,Victoria's Secret,,2018.0,4.5,2,"['white floral', 'fruity', 'floral', 'fresh']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Diamond-Sky-91938.html
Secret Dreamer,Victoria's Secret,,2018.0,4.83,6,"['sweet', 'coconut', 'vanilla', 'musky']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Secret-Dreamer-91939.html
Magic Shine,Victoria's Secret,,2019.0,4.1,20,"['rose', 'oily', 'floral']",female,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Magic-Shine-60892.html
Bare Vanilla Starlit,Victoria's Secret,,2024.0,4.48,21,"['smoky', 'vanilla', 'powdery', 'sweet', 'floral']",female,moderate,,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Starlit-100405.html
Love Spell Starlit,Victoria's Secret,,2024.0,3.67,15,"['floral', 'fruity']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Spell-Starlit-100408.html
Midnight Bloom Starlit,Victoria's Secret,,2024.0,3.8,10,"['woody', 'fruity']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Midnight-Bloom-Starlit-100409.html
Pure Seduction Starlit,Victoria's Secret,,2024.0,3.38,8,"['fruity', 'woody', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pure-Seduction-Starlit-100407.html
Velvet Petals Starlit,Victoria's Secret,,2024.0,4.0,7,"['fruity', 'woody', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-Starlit-100406.html
Citrus Chill,Victoria's Secret,,2020.0,4.27,11,"['citrus', 'floral', 'fresh', 'sweet', 'aquatic', 'almond']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Citrus-Chill-65377.html
Coconut Granita,Victoria's Secret,,2020.0,4.22,23,"['sweet', 'coconut', 'fruity', 'tropical', 'lactonic', 'fresh', 'vanilla', 'rose']",female,very weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Coconut-Granita-65376.html
Melon Sorbet,Victoria's Secret,,2020.0,4.24,38,"['ozonic', 'aquatic', 'green', 'sweet', 'aromatic', 'fruity']",female,weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Melon-Sorbet-65375.html
Tropical Spritz,Victoria's Secret,,2020.0,4.25,20,"['fresh', 'fruity', 'green', 'tropical', 'floral', 'aldehydic', 'aquatic', 'mineral']",female,weak,intimate,ok,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Tropical-Spritz-65378.html
Bare Vanilla Sunkissed,Victoria's Secret,,2019.0,4.44,34,"['vanilla', 'amber', 'powdery']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Sunkissed-70511.html
Love Spell Sunkissed,Victoria's Secret,,2019.0,3.92,13,"['woody', 'powdery', 'fruity', 'sweet', 'fresh', 'warm spicy', 'balsamic']",female,weak,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Spell-Sunkissed-70510.html
Pure Seduction Sunkissed,Victoria's Secret,,2019.0,4.21,29,"['fruity', 'tropical', 'fresh']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Pure-Seduction-Sunkissed-70509.html
Velvet Petals Sunkissed,Victoria's Secret,,2019.0,4.09,22,"['floral', 'fruity']",female,weak,average,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-Sunkissed-70512.html
Cherry Blossoming,Victoria's Secret,,2021.0,3.5,8,"['floral', 'white floral', 'fresh', 'fruity']",,,,,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Cherry-Blossoming-64957.html
Electric Poppy,Victoria's Secret,,2021.0,4.42,19,"['fruity', 'sweet', 'aquatic', 'fresh', 'floral']",female,moderate,,good value,[],[],[],https://www.fragrantica.com/perfume/Victoria-s-Secret/Electric-Poppy-64959.html
